Source,Label,Target,Source_Node_Type,Target_Node_Type,Relation
Raymun_Redbeard,Death,Battle_at_Long_Lake,Person,Event,Death
Raymun_Redbeard,Origin,Beyond_the_Wall,Person,Location,AssociatedLocation
Raymun_Redbeard,Allegiance,Free_Folk,Person,PersonType,Allegiance
Raymun_Redbeard,Culture,Free_Folk,Person,PersonType,Culture
The_Citadel_(Histories_%26_Lore),Season(s),Season_7,HistoriesNLore,Season,SeenOrMentioned
The_Citadel_(Histories_%26_Lore),Narrated by,Samwell_Tarly,HistoriesNLore,Person,Narratedby
Great_Sept_of_Baelor_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Great_Sept_of_Baelor_(Histories_%26_Lore),Narrated by,High_Sparrow,HistoriesNLore,Person,Narratedby
House_Tarly_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
House_Tarly_(Histories_%26_Lore),Narrated by,Randyll_Tarly,HistoriesNLore,Person,Narratedby
Knights_of_the_Vale_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Knights_of_the_Vale_(Histories_%26_Lore),Narrated by,Petyr_Baelish,HistoriesNLore,Person,Narratedby
House_Dayne_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
House_Dayne_(Histories_%26_Lore),Narrated by,Eddard_Stark,HistoriesNLore,Person,Narratedby
The_Little_Birds,Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
The_Little_Birds,Narrated by,Varys,HistoriesNLore,Person,Narratedby
The_Dragonpit,Season(s),Season_7,HistoriesNLore,Season,SeenOrMentioned
The_Dragonpit,Narrated by,Varys,HistoriesNLore,Person,Narratedby
The_Dragonpit,Narrated by,Qyburn,HistoriesNLore,Person,Narratedby
Oldtown_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Oldtown_(Histories_%26_Lore),Narrated by,Pycelle,HistoriesNLore,Person,Narratedby
Oldtown_(Histories_%26_Lore),Narrated by,Qyburn,HistoriesNLore,Person,Narratedby
Riverrun_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Riverrun_(Histories_%26_Lore),Narrated by,Brynden_Tully,HistoriesNLore,Person,Narratedby
Brotherhood_Without_Banners_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Brotherhood_Without_Banners_(Histories_%26_Lore),Narrated by,Thoros,HistoriesNLore,Person,Narratedby
The_Dothraki,Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
The_Dothraki,Narrated by,Jorah_Mormont,HistoriesNLore,Person,Narratedby
Children_of_the_Forest_vs._the_First_Men,Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Children_of_the_Forest_vs._the_First_Men,Narrated by,Three-Eyed_Raven,HistoriesNLore,Person,Narratedby
Vaes_Dothrak_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
Vaes_Dothrak_(Histories_%26_Lore),Narrated by,Jorah_Mormont,HistoriesNLore,Person,Narratedby
War_of_the_Ninepenny_Kings_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
War_of_the_Ninepenny_Kings_(Histories_%26_Lore),Narrated by,Ray,HistoriesNLore,Person,Narratedby
The_Summer_Sea,Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
The_Summer_Sea,Narrated by,Euron_Greyjoy,HistoriesNLore,Person,Narratedby
High_Septon_(Stonemason),Mentioned in,Great_Sept_of_Baelor_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
High_Septon_(Stonemason),Allegiance,Faith_of_the_Seven,Person,Organization,Allegiance
The_Kingsmoot_(Histories_%26_Lore),Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
The_Kingsmoot_(Histories_%26_Lore),Narrated by,Euron_Greyjoy,HistoriesNLore,Person,Narratedby
High_Septon_(Baelor),Mentioned in,Great_Sept_of_Baelor_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
High_Septon_(Baelor),Allegiance,Faith_of_the_Seven,Person,Organization,Allegiance
Belgrave_(Lord),Mentioned in,Great_Sept_of_Baelor_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
High_Septon_(Boy),Mentioned in,Great_Sept_of_Baelor_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
High_Septon_(Boy),Allegiance,Faith_of_the_Seven,Person,Organization,Allegiance
Owen_Merryweather,Mentioned in,The_Hand_of_the_King,Person,HistoriesNLore,SeenOrMentioned
Owen_Merryweather,Origin,The_Reach,Person,Location,AssociatedLocation
Owen_Merryweather,Allegiance,House_Targaryen,Person,House,Allegiance
Owen_Merryweather,Allegiance,House_Merryweather,Person,House,Allegiance
Owen_Merryweather,Predecessor,Tywin_Lannister,Person,Person,Predecessor
Owen_Merryweather,Successor,Jon_Connington,Person,Person,Successor
Owen_Merryweather,Religion,Faith_of_the_Seven,Person,Organization,Religion
Illyrio_Mopatis%27s_first_wife,Mentioned in,The_Little_Birds,Person,HistoriesNLore,SeenOrMentioned
Illyrio_Mopatis%27s_first_wife,Origin,Pentos,Person,Location,AssociatedLocation
Illyrio_Mopatis%27s_first_wife,Culture,Pentos,Person,Location,Culture
Illyrio_Mopatis%27s_first_wife,Spouse,Illyrio_Mopatis,Person,Person,Spouse
Godsway,Location,Vaes_Dothrak,Location,Location,Location
Godsway,Rulers,Dothraki,Location,PersonType,Rulers
Godsway,Religion,Great_Stallion,Location,Organization,Religion
Horse_Gate,Location,Vaes_Dothrak,Location,Location,Location
Horse_Gate,Religion,Great_Stallion,Location,Organization,Religion
Axel_Tully,Mentioned in,Riverrun_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Axel_Tully,Origin,The_Riverlands,Person,Location,AssociatedLocation
Axel_Tully,Allegiance,House_Tully,Person,House,Allegiance
Barter_Beach,Location,Basilisk_Isles,Location,Location,Location
Whore%27s_Gash,Location,Basilisk_Isles,Location,Location,Location
Sty,Location,Basilisk_Isles,Location,Location,Location
Port_Plunder,Location,Basilisk_Isles,Location,Location,Location
Ibbenese,Location,Ib,PersonType,Location,Location
Shadow_Men,Place of origin,Asshai,PersonType,Location,Placeoforigin
Shadow_Men,Location,Asshai,PersonType,Location,Location
Shadow_Men,Location,Vaes_Dothrak,PersonType,Location,Location
Theron,Origin,Iron_Islands,Person,Location,AssociatedLocation
Theron,Allegiance,Maesters,Person,Organization,Allegiance
Theron,Culture,Ironborn,Person,PersonType,Culture
Mazemakers,Mentioned in,Oldtown_(Histories_%26_Lore),Organization,HistoriesNLore,SeenOrMentioned
Mazemakers,Center,Lorath,Organization,Location,Center
Quillion,Allegiance,Maesters,Person,Organization,Allegiance
Black_Wall,Location,Volantis,Location,Location,Location
Black_Wall,Location,Free_Cities,Location,Location,Location
Black_Wall,Founder,Valyrian_Freehold,Location,Location,Founder
Jellicoe,Allegiance,Maesters,Person,Organization,Allegiance
The_Old_Way,Season(s),Season_6,HistoriesNLore,Season,SeenOrMentioned
The_Old_Way,Narrated by,Euron_Greyjoy,HistoriesNLore,Person,Narratedby
The_Great_Masters_of_Meereen,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Great_Masters_of_Meereen,Narrated by,Missandei,HistoriesNLore,Person,Narratedby
Greyscale_%26_The_Stone_Men,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
Greyscale_%26_The_Stone_Men,Narrated by,Qyburn,HistoriesNLore,Person,Narratedby
The_Fighting_Pits_of_Meereen,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Fighting_Pits_of_Meereen,Narrated by,Daario_Naharis,HistoriesNLore,Person,Narratedby
Dorne_(Histories_%26_Lore),Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
Dorne_(Histories_%26_Lore),Narrated by,Ellaria_Sand,HistoriesNLore,Person,Narratedby
The_Lord_Commanders,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Lord_Commanders,Narrated by,Alliser_Thorne,HistoriesNLore,Person,Narratedby
Winterfell_(Histories_%26_Lore),Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
Winterfell_(Histories_%26_Lore),Narrated by,Roose_Bolton,HistoriesNLore,Person,Narratedby
Cragorn,Mentioned in,The_Kingsmoot_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Cragorn,Allegiance,Euron_Greyjoy,Person,Person,Allegiance
The_Faceless_Men,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Faceless_Men,Narrated by,Tycho_Nestoris,HistoriesNLore,Person,Narratedby
Braavos_(Histories_%26_Lore),Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
Braavos_(Histories_%26_Lore),Narrated by,Tycho_Nestoris,HistoriesNLore,Person,Narratedby
Volantis_(Histories_%26_Lore),Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
Volantis_(Histories_%26_Lore),Narrated by,Varys,HistoriesNLore,Person,Narratedby
Areo_Hotah,Season(s),Season_5,Person,Season,SeenOrMentioned
Areo_Hotah,Season(s),Season_6,Person,Season,SeenOrMentioned
Areo_Hotah,First seen,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Areo_Hotah,Last seen,The_Red_Woman,Person,Episode,SeenOrMentioned
Areo_Hotah,Death,Water_Gardens,Person,Location,Death
Areo_Hotah,Death,Tyene_Sand,Person,Person,Death
Areo_Hotah,Death shown in episode,The_Red_Woman,Person,Episode,SeenOrMentioned
Areo_Hotah,Origin,Norvos,Person,Location,AssociatedLocation
Areo_Hotah,Allegiance,House_Martell,Person,House,Allegiance
The_Many-Faced_God,Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Many-Faced_God,Narrated by,Jaqen_H%27ghar,HistoriesNLore,Person,Narratedby
Maron_Martell,Season(s),Season_1,Person,Season,SeenOrMentioned
Maron_Martell,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Maron_Martell,Origin,Sunspear,Person,Location,AssociatedLocation
Maron_Martell,Allegiance,House_Martell,Person,House,Allegiance
Maron_Martell,Culture,Dornishmen,Person,PersonType,Culture
Maron_Martell,Spouse,Daenerys_Targaryen_(daughter_of_Aegon_IV),Person,Person,Spouse
Maron_Martell,Siblings,Myriah_Martell,Person,Person,Siblings
Meria_Martell,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Meria_Martell,Origin,Sunspear,Person,Location,AssociatedLocation
Meria_Martell,Origin,Dorne,Person,Location,AssociatedLocation
Meria_Martell,Allegiance,House_Martell,Person,House,Allegiance
Meria_Martell,Culture,Dornishmen,Person,PersonType,Culture
Meria_Martell,Children,Nymor_Martell,Person,Person,Children
Wolfswood,Location,The_North,Location,Location,Location
Rillwater_Crossing,Location,The_North,Location,Location,Location
Rillwater_Crossing,Location,Seven_Kingdoms,Location,Location,Location
Rillwater_Crossing,Rulers,House_Glenmore,Location,House,Rulers
Myriah_Martell,Season(s),Season_1,Person,Season,SeenOrMentioned
Myriah_Martell,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Myriah_Martell,Origin,Sunspear,Person,Location,AssociatedLocation
Myriah_Martell,Allegiance,House_Martell,Person,House,Allegiance
Myriah_Martell,Allegiance,House_Targaryen,Person,House,Allegiance
Myriah_Martell,Culture,Dornishmen,Person,PersonType,Culture
Myriah_Martell,Spouse,Daeron_II_Targaryen,Person,Person,Spouse
Myriah_Martell,Children,Baelor_Targaryen_(son_of_Daeron_II),Person,Person,Children
Myriah_Martell,Children,Aerys_I_Targaryen,Person,Person,Children
Myriah_Martell,Children,Aelinor_Targaryen,Person,Person,Children
Myriah_Martell,Children,Rhaegel_Targaryen,Person,Person,Children
Myriah_Martell,Siblings,Maron_Martell,Person,Person,Siblings
Daenerys_Targaryen_(daughter_of_Aegon_IV),Season(s),Season_1,Person,Season,SeenOrMentioned
Daenerys_Targaryen_(daughter_of_Aegon_IV),Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Daenerys_Targaryen_(daughter_of_Aegon_IV),Origin,King%27s_Landing,Person,Location,AssociatedLocation
Daenerys_Targaryen_(daughter_of_Aegon_IV),Allegiance,House_Targaryen,Person,House,Allegiance
Daenerys_Targaryen_(daughter_of_Aegon_IV),Allegiance,House_Martell,Person,House,Allegiance
Daenerys_Targaryen_(daughter_of_Aegon_IV),Father,Aegon_IV_Targaryen,Person,Person,Father
Daenerys_Targaryen_(daughter_of_Aegon_IV),Mother,Naerys_Targaryen,Person,Person,Mother
Daenerys_Targaryen_(daughter_of_Aegon_IV),Spouse,Maron_Martell,Person,Person,Spouse
Daenerys_Targaryen_(daughter_of_Aegon_IV),Siblings,Daeron_II_Targaryen,Person,Person,Siblings
Daenerys_Targaryen_(daughter_of_Aegon_IV),Siblings,Aegor_Rivers,Person,Person,Siblings
Daenerys_Targaryen_(daughter_of_Aegon_IV),Siblings,Brynden_Rivers,Person,Person,Siblings
Daenerys_Targaryen_(daughter_of_Aegon_IV),Siblings,Shiera_Seastar,Person,Person,Siblings
Nymor_Martell,Mentioned in,"House_Martell,_Princes_of_Dorne",Person,HistoriesNLore,SeenOrMentioned
Nymor_Martell,Origin,Sunspear,Person,Location,AssociatedLocation
Nymor_Martell,Origin,Dorne,Person,Location,AssociatedLocation
Nymor_Martell,Allegiance,House_Martell,Person,House,Allegiance
Nymor_Martell,Culture,Dornishmen,Person,PersonType,Culture
Nymor_Martell,Mother,Meria_Martell,Person,Person,Mother
Wineseller,Season(s),Season_1,Person,Season,SeenOrMentioned
Wineseller,Appeared in,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Wineseller,Death,Dothraki_Sea,Person,Location,Death
Wineseller,Death,Lhazar,Person,Location,Death
Wineseller,Death,The_silver,Person,Animal,Death
Wineseller,Death shown in episode,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Wineseller,Allegiance,Varys,Person,Person,Allegiance
Flint%27s_Finger,Location,The_North,Location,Location,Location
Flint%27s_Finger,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Greywater_Watch,Location,The_Neck,Location,Location,Location
Greywater_Watch,Location,The_North,Location,Location,Location
Greywater_Watch,Rulers,House_Reed,Location,House,Rulers
Greywater_Watch,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Oldcastle,Location,The_North,Location,Location,Location
Oldcastle,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Widow%27s_Watch,Location,The_North,Location,Location,Location
Widow%27s_Watch,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Ramsgate,Location,The_North,Location,Location,Location
Ramsgate,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Winter_town,Location,The_North,Location,Location,Location
Winter_town,Rulers,House_Stark,Location,House,Rulers
Winter_town,Rulers,House_Bolton,Location,House,Rulers
Winter_town,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Garin_the_Great,Mentioned in,The_River_Rhoyne,Person,HistoriesNLore,SeenOrMentioned
Garin_the_Great,Mentioned in,Greyscale_%26_The_Stone_Men,Person,HistoriesNLore,SeenOrMentioned
Garin_the_Great,Death,Chroyane,Person,Location,Death
Garin_the_Great,Origin,Chroyane,Person,Location,AssociatedLocation
Garin_the_Great,Allegiance,Rhoynar,Person,PersonType,Allegiance
Tiger_cloaks,Center,Volantis,Organization,Location,Center
Temple_of_the_Lord_of_Light_(Volantis),Location,Volantis,Location,Location,Location
Temple_of_the_Lord_of_Light_(Volantis),Location,Free_Cities,Location,Location,Location
Temple_of_the_Lord_of_Light_(Volantis),Religion,R%27hllor,Location,Organization,Religion
Uthero_Zalyne,Mentioned in,Braavos_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Uthero_Zalyne,Allegiance,Braavos,Person,Location,Allegiance
Uthero_Zalyne,Culture,Braavos,Person,Location,Culture
Sweetwater_River,Location,Braavos,Location,Location,Location
Albin_Manwoody,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Albin_Manwoody,Origin,Kingsgrave,Person,Location,AssociatedLocation
Albin_Manwoody,Allegiance,House_Manwoody,Person,House,Allegiance
Albin_Manwoody,Allegiance,Night%27s_Watch,Person,Organization,Allegiance
Albin_Manwoody,Culture,Dornishmen,Person,PersonType,Culture
Lucifer_Dryland,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Lucifer_Dryland,Allegiance,Night%27s_Watch,Person,Organization,Allegiance
Lucifer_Dryland,Culture,Dornishmen,Person,PersonType,Culture
Garrison_Fowler,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Garrison_Fowler,Origin,Skyreach,Person,Location,AssociatedLocation
Garrison_Fowler,Allegiance,Night%27s_Watch,Person,Organization,Allegiance
Garrison_Fowler,Culture,Dornishmen,Person,PersonType,Culture
Yorick_V_Yronwood,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Yorick_V_Yronwood,Origin,Yronwood,Person,Location,AssociatedLocation
Yorick_V_Yronwood,Allegiance,House_Yronwood,Person,House,Allegiance
Yorick_V_Yronwood,Allegiance,Night%27s_Watch,Person,Organization,Allegiance
Yorick_V_Yronwood,Culture,Dornishmen,Person,PersonType,Culture
Little_Bird_(You_Win_or_You_Die),Season(s),Season_1,Person,Season,SeenOrMentioned
Little_Bird_(You_Win_or_You_Die),Appeared in,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Little_Bird_(You_Win_or_You_Die),Allegiance,Varys,Person,Person,Allegiance
The_silver,Season(s),Season_1,Animal,Season,SeenOrMentioned
The_silver,Season(s),Season_2,Animal,Season,SeenOrMentioned
The_silver,First seen,Winter_Is_Coming,Animal,Episode,SeenOrMentioned
The_silver,Last seen,The_North_Remembers,Animal,Episode,SeenOrMentioned
The_silver,Species,Horses,Animal,Animal,Species
The_silver,Death,Red_Waste,Animal,Location,Death
The_silver,Death shown in episode,The_North_Remembers,Animal,Episode,SeenOrMentioned
The_silver,Allegiance,Daenerys_Targaryen,Animal,Person,Allegiance
Seagard,Location,The_Riverlands,Location,Location,Location
Seagard,Rulers,House_Mallister,Location,House,Rulers
Seagard,Religion,Faith_of_the_Seven,Location,Organization,Religion
Assault_on_the_Dreadfort,Conflict,Ironborn_Invasion_of_the_North,Event,Event,Conflict
Assault_on_the_Dreadfort,Conflict,War_of_the_Five_Kings,Event,Event,Conflict
Assault_on_the_Dreadfort,Place,The_Dreadfort,Event,Location,Place
Assault_on_the_Dreadfort,Place,The_North,Event,Location,Place
The_Seven-Pointed_Star_(Histories_%26_Lore),Season(s),Season_5,HistoriesNLore,Season,SeenOrMentioned
The_Seven-Pointed_Star_(Histories_%26_Lore),Narrated by,High_Sparrow,HistoriesNLore,Person,Narratedby
Justice_of_the_Seven_Kingdoms,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
Justice_of_the_Seven_Kingdoms,Narrated by,Bronn,HistoriesNLore,Person,Narratedby
Valyrian_Steel_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
Valyrian_Steel_(Histories_%26_Lore),Narrated by,Jorah_Mormont,HistoriesNLore,Person,Narratedby
The_Death_of_Kings,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Death_of_Kings,Narrated by,Varys,HistoriesNLore,Person,Narratedby
The_Kingsguard_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Kingsguard_(Histories_%26_Lore),Narrated by,Jaime_Lannister,HistoriesNLore,Person,Narratedby
The_Kingsguard_(Histories_%26_Lore),Narrated by,Bronn,HistoriesNLore,Person,Narratedby
The_Nations_of_the_North,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Nations_of_the_North,Narrated by,Tormund,HistoriesNLore,Person,Narratedby
The_Wall_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Wall_(Histories_%26_Lore),Narrated by,Samwell_Tarly,HistoriesNLore,Person,Narratedby
Sellswords_%26_Hedge_Knights,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
Sellswords_%26_Hedge_Knights,Narrated by,Bronn,HistoriesNLore,Person,Narratedby
The_Iron_Bank_of_Braavos_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Iron_Bank_of_Braavos_(Histories_%26_Lore),Narrated by,Tycho_Nestoris,HistoriesNLore,Person,Narratedby
House_Martell_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
House_Martell_(Histories_%26_Lore),Narrated by,Oberyn_Martell,HistoriesNLore,Person,Narratedby
The_Vale_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Vale_(Histories_%26_Lore),Narrated by,Petyr_Baelish,HistoriesNLore,Person,Narratedby
Barbrey_Dustin,Season(s),Season_2,Person,Season,SeenOrMentioned
Barbrey_Dustin,Mentioned in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Barbrey_Dustin,Allegiance,House_Dustin,Person,House,Allegiance
Barbrey_Dustin,Allegiance,House_Ryswell,Person,House,Allegiance
Barbrey_Dustin,Culture,Northmen,Person,PersonType,Culture
House_Baelish_(Histories_%26_Lore),Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
House_Baelish_(Histories_%26_Lore),Narrated by,Petyr_Baelish,HistoriesNLore,Person,Narratedby
Poisons,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
Poisons,Narrated by,Oberyn_Martell,HistoriesNLore,Person,Narratedby
The_Bastards_of_Westeros,Season(s),Season_4,HistoriesNLore,Season,SeenOrMentioned
The_Bastards_of_Westeros,Narrated by,Ellaria_Sand,HistoriesNLore,Person,Narratedby
The_Westerlands_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Westerlands_(Histories_%26_Lore),Narrated by,Tywin_Lannister,HistoriesNLore,Person,Narratedby
The_Stormlands_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Stormlands_(Histories_%26_Lore),Narrated by,Brienne_of_Tarth,HistoriesNLore,Person,Narratedby
The_Riverlands_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Riverlands_(Histories_%26_Lore),Narrated by,Brynden_Tully,HistoriesNLore,Person,Narratedby
The_Lord_of_Light_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Lord_of_Light_(Histories_%26_Lore),Narrated by,Thoros,HistoriesNLore,Person,Narratedby
House_Tully_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
House_Tully_(Histories_%26_Lore),Narrated by,Brynden_Tully,HistoriesNLore,Person,Narratedby
The_Eyrie,Location,Seven_Kingdoms,Location,Location,Location
The_Eyrie,Rulers,House_Arryn,Location,House,Rulers
The_Eyrie,Religion,Faith_of_the_Seven,Location,Organization,Religion
Wargs_and_the_Sight,Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
Wargs_and_the_Sight,Narrated by,Bran_Stark,HistoriesNLore,Person,Narratedby
House_Frey_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
House_Frey_(Histories_%26_Lore),Narrated by,Catelyn_Stark,HistoriesNLore,Person,Narratedby
House_Reed_(Histories_%26_Lore),Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
House_Reed_(Histories_%26_Lore),Narrated by,Meera_Reed,HistoriesNLore,Person,Narratedby
Old_Ghis_%26_Slaver%27s_Bay,Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
Old_Ghis_%26_Slaver%27s_Bay,Narrated by,Jorah_Mormont,HistoriesNLore,Person,Narratedby
The_Unsullied,Season(s),Season_3,HistoriesNLore,Season,SeenOrMentioned
The_Unsullied,Narrated by,Jorah_Mormont,HistoriesNLore,Person,Narratedby
Nymeria,Mentioned in,House_Martell_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Nymeria,Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Nymeria,Mentioned in,House_Dayne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Nymeria,Origin,Ny_Sar,Person,Location,AssociatedLocation
Nymeria,Allegiance,House_Martell,Person,House,Allegiance
Nymeria,Allegiance,Rhoynar,Person,PersonType,Allegiance
Nymeria,Predecessor,Mors_Martell,Person,Person,Predecessor
Nymeria,Successor,Martell_(daughter_of_Mors),Person,Person,Successor
Nymeria,Culture,Rhoynar,Person,PersonType,Culture
Nymeria,Spouse,Mors_Martell,Person,Person,Spouse
Nymeria,Spouse,Davos_Dayne,Person,Person,Spouse
Nymeria,Children,Martell_(daughter_of_Mors),Person,Person,Children
Nymeria,Children,Dayne_(son_of_Davos),Person,Person,Children
Brightroar,Maker,Valyrian_Freehold,Weapon,Location,Maker
Brightroar,Owner,Tommen_II_Lannister,Weapon,Person,Owner
Martell_(daughter_of_Mors),Mentioned in,Dorne_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Martell_(daughter_of_Mors),Origin,Sunspear,Person,Location,AssociatedLocation
Martell_(daughter_of_Mors),Allegiance,House_Martell,Person,House,Allegiance
Martell_(daughter_of_Mors),Predecessor,Nymeria,Person,Person,Predecessor
Martell_(daughter_of_Mors),Culture,Dornishmen,Person,PersonType,Culture
Martell_(daughter_of_Mors),Father,Mors_Martell,Person,Person,Father
Martell_(daughter_of_Mors),Mother,Nymeria,Person,Person,Mother
Martell_(daughter_of_Mors),Siblings,Dayne_(son_of_Davos),Person,Person,Siblings
Mors_Martell,Mentioned in,House_Martell_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Mors_Martell,Origin,Dorne,Person,Location,AssociatedLocation
Mors_Martell,Allegiance,House_Martell,Person,House,Allegiance
Mors_Martell,Culture,Dornishmen,Person,PersonType,Culture
Mors_Martell,Spouse,Nymeria,Person,Person,Spouse
House_Yronwood,Seat,Yronwood,House,Location,AssociatedLocation
House_Yronwood,Region,Dorne,House,Location,AssociatedLocation
House_Yronwood,Allegiance,House_Martell,House,House,Allegiance
House_Uller,Seat,Hellholt,House,Location,AssociatedLocation
House_Uller,Region,Dorne,House,Location,AssociatedLocation
House_Uller,Allegiance,House_Martell,House,House,Allegiance
Qarth_(Histories_%26_Lore),Season(s),Season_2,HistoriesNLore,Season,SeenOrMentioned
Qarth_(Histories_%26_Lore),Narrated by,Xaro_Xhoan_Daxos,HistoriesNLore,Person,Narratedby
Daemon_Sand,Season(s),Season_4,Person,Season,SeenOrMentioned
Daemon_Sand,First seen,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Daemon_Sand,Origin,Godsgrace,Person,Location,AssociatedLocation
Daemon_Sand,Origin,Dorne,Person,Location,AssociatedLocation
Daemon_Sand,Allegiance,House_Allyrion,Person,House,Allegiance
Daemon_Sand,Allegiance,House_Martell,Person,House,Allegiance
Daemon_Sand,Culture,Dornishmen,Person,PersonType,Culture
Edgar_Yronwood,Mentioned in,Poisons,Person,HistoriesNLore,SeenOrMentioned
Edgar_Yronwood,Death,Oberyn_Martell,Person,Person,Death
Edgar_Yronwood,Origin,Yronwood,Person,Location,AssociatedLocation
Edgar_Yronwood,Allegiance,House_Yronwood,Person,House,Allegiance
Edgar_Yronwood,Culture,Dornishmen,Person,PersonType,Culture
