got_type,name,node_type,status,url
,House Martell,HistoriesNLore,,House_Martell_(Histories_%26_Lore)
,The Vale,HistoriesNLore,,The_Vale_(Histories_%26_Lore)
,Barbrey Dustin,Person,Alive,Barbrey_Dustin
,House Baelish,HistoriesNLore,,House_Baelish_(Histories_%26_Lore)
,Poisons,HistoriesNLore,,Poisons
,The Bastards of Westeros,HistoriesNLore,,The_Bastards_of_Westeros
,The Westerlands,HistoriesNLore,,The_Westerlands_(Histories_%26_Lore)
,The Stormlands,HistoriesNLore,,The_Stormlands_(Histories_%26_Lore)
,The Riverlands,HistoriesNLore,,The_Riverlands_(Histories_%26_Lore)
,The Lord of Light,HistoriesNLore,,The_Lord_of_Light_(Histories_%26_Lore)
,House Tully,HistoriesNLore,,House_Tully_(Histories_%26_Lore)
Castle; Regional capital,The Eyrie,Location,,The_Eyrie
,Wargs and the Sights,HistoriesNLore,,Wargs_and_the_Sight
,House Frey,HistoriesNLore,,House_Frey_(Histories_%26_Lore)
,House Reed,HistoriesNLore,,House_Reed_(Histories_%26_Lore)
,Old Ghis & Slaver's Bay,HistoriesNLore,,Old_Ghis_%26_Slaver%27s_Bay
,The Unsullied,HistoriesNLore,,The_Unsullied
,Nymeria,Person,Deceased,Nymeria
,Brightroar,Weapon,Missing,Brightroar
,Daughter of Nymeria and Mors Martell,Person,Deceased,Martell_(daughter_of_Mors)
,Mors Martell,Person,Deceased,Mors_Martell
,House Yronwood,House,,House_Yronwood
,House Uller,House,,House_Uller
,Qarth,HistoriesNLore,,Qarth_(Histories_%26_Lore)
,Daemon Sand,Person,Alive,Daemon_Sand
,Edgar Yronwood,Person,Deceased,Edgar_Yronwood
,Harrenhal,HistoriesNLore,,Harrenhal_(Histories_%26_Lore)
,Dragonstone,HistoriesNLore,,Dragonstone_(Histories_%26_Lore)
,The Free Folk,HistoriesNLore,,The_Free_Folk
,The Alchemists' Guild,HistoriesNLore,,The_Alchemists%27_Guild
,House Clegane,HistoriesNLore,,House_Clegane_(Histories_%26_Lore)
,House Greyjoy,HistoriesNLore,,House_Greyjoy_(Histories_%26_Lore)
,House Arryn,HistoriesNLore,,House_Arryn_(Complete_Guide_to_Westeros)
,House Targaryen,HistoriesNLore,,House_Targaryen_(Complete_Guide_to_Westeros)
,House Lannister,HistoriesNLore,,House_Lannister_(Complete_Guide_to_Westeros)
,Robert's Rebellion,HistoriesNLore,,Robert%27s_Rebellion_(Complete_Guide_to_Westeros)
,Valyria and the Dragons,HistoriesNLore,,Valyria_and_the_Dragons
,House Baratheon,HistoriesNLore,,House_Baratheon_(Complete_Guide_to_Westeros)
,Samwell,Person,Alive,Sam
,Kyra,Person,Deceased,Kyra
,Fall of Moat Cailin,Event,,Fall_of_Moat_Cailin
,First Battle of Deepwood Motte,Event,,First_Battle_of_Deepwood_Motte
Castle,Silverhill,Location,In use,Silverhill
,House Serrett,House,,House_Serrett
,Crannogmen,PersonType,Active,Crannogmen
,Merchant captain,Person,Deceased,Merchant_captain
,Sarella Sand,Person,Alive,Sarella_Sand
,Loreza Sand,Person,Alive,Loreza_Sand
,Dorea Sand,Person,Alive,Dorea_Sand
,Obella Sand,Person,Alive,Obella_Sand
,Elia Sand,Person,Alive,Elia_Sand
Mammal,Elephants,Animal,Active,Elephants
,Brynden Tully,Person,Deceased,Brynden_Tully
,Aegor Rivers,Person,Deceased,Aegor_Rivers
,House Durrandon,House,,House_Durrandon
,House Towers,House,,House_Towers
,"The Children of the Forest, the First Men and the Andals",HistoriesNLore,,"The_Children_of_the_Forest,_the_First_Men,_and_the_Andals"
,Harry Strickland,Person,Alive,Harry_Strickland
Town,Barrowton,Location,,Barrowton
,House Dustin,House,,House_Dustin
Castle,Last Hearth,Location,In use,Last_Hearth
,House Frost,House,,House_Frost
,House Amber,House,,House_Amber
,House Towers,House,,House_Towers_(North)
,Scorpion,Weapon,,Scorpion
,Widow's Wail,Weapon,With Ser  Jaime Lannister,Widow%27s_Wail
,Siege of Meereen,Event,,Siege_of_Meereen
,Gold Cloak,Person,Alive,Gold_Cloak_on_the_Kingsroad
,Capture of Riverrun,Event,,Capture_of_Riverrun
,Stark guard,Person,Uncertain,Stark_guard_(The_Old_Gods_and_the_New)
,House Greenwood,House,,House_Greenwood
,The Warg King,Person,Deceased,Warg_King
Castle,Karhold,Location,,Karhold
,Thousand Years War,Event,,Thousand_Years_War
,First King,Person,Deceased,First_King
,Malakho,Person,Alive,Malakho
,King's Landing rioter,Person,Uncertain,King%27s_Landing_rioter_2
,King's Landing rioter,Person,Uncertain,King%27s_Landing_rioter_3
,Lannister captain,Person,Alive,Lannister_captain
,King's Landing rioter,Person,Deceased,King%27s_Landing_rioter_1
,House Bolton,HistoriesNLore,,House_Bolton_(Histories_%26_Lore)
,Gold Cloak,Person,Alive,Gold_Cloak_2_(The_Wolf_and_the_Lion)
,Gold Cloak,Person,Alive,Gold_Cloak_1_(The_Wolf_and_the_Lion)
,Gold Cloak,Person,Alive,Gold_Cloak_2_(Lord_Snow)
,Gold Cloak,Person,Alive,Gold_Cloak_1_(Lord_Snow)
Forest,Kingswood,Location,,Kingswood
,Shae,Person,Deceased,Shae
Town,Sow's Horn,Location,,Sow%27s_Horn
Coastal town,Rook's Rest,Location,,Rook%27s_Rest
Castle,Sharp Point,Location,,Sharp_Point
Castle,Stonedance,Location,,Stonedance
Island; Castle,Driftmark,Location,,Driftmark
,Jon Stark,Person,Deceased,Jon_Stark
Port town,Duskendale,Location,,Duskendale
Castle,The Whispers,Location,,The_Whispers
,Stormcloud,Animal,Deceased,Stormcloud
,Arrax,Animal,Deceased,Arrax
,Vermax,Animal,Deceased,Vermax
,Seasmoke,Animal,Deceased,Seasmoke
,Sunfyre,Animal,Deceased,Sunfyre
,Last Dragon,Animal,Deceased,Last_dragon
,Caraxes,Animal,Deceased,Caraxes
,Sheepstealer,Animal,Uncertain,Sheepstealer
,Meleys,Animal,Deceased,Meleys
,Silverwing,Animal,Deceased,Silverwing
,Vermithor,Animal,Deceased,Vermithor
,Vhagar,Animal,Deceased,Vhagar
,Meraxes,Animal,Deceased,Meraxes
,Vermithrax,Animal,Deceased,Vermithrax
,Valryon,Animal,Deceased,Valryon
,Ghiscar,Animal,Deceased,Ghiscar_(dragon)
,Aron Santagar,Person,Deceased,Aron_Santagar
,Quent,Person,Uncertain,Quent
,Simon Strong,Person,Deceased,Simon_Strong
,Jacks,Person,Uncertain,Jacks
,Irri,Person,Deceased,Irri
,Palla,Person,Deceased,Palla
,The Spice King,Person,Deceased,Spice_King
,High Septon,Person,Deceased,High_Septon_(Before_the_riot_of_King%27s_Landing)
Castle and town,Rosby,Location,,Rosby
,Frostfangs,Location,,Frostfangs
Castle,Antlers,Location,In use,Antlers
Guild headquarters,Guildhall of the Alchemists,Location,,Guildhall_of_the_Alchemists
,Dragons,HistoriesNLore,,Dragons_(Histories_%26_Lore)
,Syrax,Animal,Deceased,Syrax
,Tyraxes,Animal,Deceased,Tyraxes
,Morghul,Animal,Deceased,Morghul
,Shrykos,Animal,Deceased,Shrykos
,Lannister soldier,Person,Alive,Lannister_soldier_2_(Dragonstone)
,Dreamfyre,Animal,Deceased,Dreamfyre
,The Shepherd,Person,Deceased,The_Shepherd
,Storming of the Dragonpit,Event,,Storming_of_the_Dragonpit
,Essovius,Animal,Deceased,Essovius
,Archonei,Animal,Deceased,Archonei
,Burning of Harrenhal,Event,,Burning_of_Harrenhal
Sept,Sept of Remembrance,Location,Destroyed,Sept_of_Remembrance
,Maegor I Targaryen,Person,Deceased,Maegor_Targaryen
,Burning of the ,Event,,Burning_of_the_Sept_of_Remembrance
,Copper King,Person,Deceased,Copper_King
,Hobb,Person,Deceased,Hobb_the_Hewer
,Silk King,Person,Deceased,Silk_King
,House Buckwell,House,,House_Buckwell
Brothel,Littlefinger's brothel,Location,,Littlefinger%27s_Brothel
,Thenns,PersonType,Active,Thenns
,Drennan,Person,Deceased,Drennan
,Longclaw,Weapon,With Jon Snow,Longclaw
,White Walker,Person,Deceased,White_Walker_1_(Beyond_the_Wall)
,Shaggydog,Animal,Deceased,Shaggydog
,Sack of Mole's Town,Event,,Sack_of_Mole%27s_Town
,Tytos Lannister,Person,Deceased,Tytos_Lannister
,Lyman Lannister,Person,Alive,Lyman_Lannister
,Cynda Lannister,Person,Alive,Cynda_Lannister
,Dorna Lannister,Person,Uncertain,Dorna_Lannister
,Damon Lannister,Person,Deceased,Damon_Lannister
,Tommen II Lannister,Person,Deceased,Tommen_II_Lannister
,Tyland Lannister,Person,Deceased,Tyland_Lannister
,Orson Lannister,Person,Deceased,Orson_Lannister
,Forrester greatsword,Weapon,Unknown (likely in the possession of House Whitehill ),Forrester_greatsword
,Gwyn Whitehill,Person,Alive,Gwyn_Whitehill
,Elissa Forrester,Person,Deceased,Elissa_Forrester
,Talia Forrester,Person,Alive,Talia_Forrester
,Bloodsong,Person,Determinant,Bloodsong
,Loren I Lannister,Person,Deceased,Loren_I_Lannister
,Marei,Person,Alive,Marei
,Kayla,Person,Alive,Kayla
,Genna,Person,Alive,Genna
,Mirelle,Person,Alive,Mirelle
,Harys,Person,Deceased,Harys
,Beskha,Person,Alive,Beskha
,Amaya,Person,Deceased,Amaya
,Royland Degore,Person,Determinant,Royland_Degore
,Asher Forrester,Person,Determinant,Asher_Forrester
,Duncan Tuttle,Person,Determinant,Duncan_Tuttle
,Forrester-Whitehill conflict,Event,,Forrester-Whitehill_conflict
,Ambush at the Harbor,Event,,Ambush_at_the_Harbor
,Gorne and Gendel's War,Event,,Gorne_and_Gendel%27s_War
,Rodrik Forrester,Person,Determinant,Rodrik_Forrester
,Unification of the North,Event,,Unification_of_the_North
,Fall of the Night's King,Event,,Fall_of_the_Night%27s_King
,Battle of Oxcross,Event,,Battle_of_Oxcross
Legendary- non-human intelligent race,Deep Ones,Animal,Extinct,Deep_Ones
,Second Battle of Deepwood Motte,Event,,Second_Battle_of_Deepwood_Motte
,Slaver,Person,Alive,"Slaver_(Unbowed,_Unbent,_Unbroken)"
,Whore,Person,Alive,Whore_(The_Warrior)
,Whore,Person,Alive,Whore_(Two_Swords)
,Male prostitute,Person,Alive,Male_prostitute
,Ambush at the Tuttle Farm,Event,,Ambush_at_the_Tuttle_Farm
,The Scourge,Person,Deceased,The_Scourge
,The Beast,Person,Deceased,The_Beast
,Willem Darry,Person,Deceased,Willem_Darry
,Redwyne Fleet,Organization,Active,Redwyne_Fleet
,Willem,Person,Deceased,Willem
,Gerald,Person,Alive,Gerald
,Margaery's handmaiden,Person,Deceased,Margaery%27s_handmaiden
Town,Salt Rock,Location,,Salt_Rock
Hall,Chamber of the Painted Table,Location,In use,Chamber_of_the_Painted_Table
,Obara Sand,Person,Deceased,Obara_Sand
,Coup in Dorne,Event,,Coup_in_Dorne
,Lyonel Tyrell,Person,Deceased,Lyonel_Tyrell
Feudal  meritocratic  elective  absolute  monarchy ; occasionally hereditary,Kingdom of the Iron Islands,Location,,Kingdom_of_the_Iron_Islands
,Tyrell lady,Person,Deceased,Tyrell_lady
,Colen of Greenpools,Person,Alive,Colen
,Harlen Tyrell,Person,Deceased,Harlen_Tyrell
,Sand Snakes,Organization,Active,Sand_Snakes
,Theon's master of hounds,Person,Deceased,Theon%27s_master_of_hounds
,Dancer,Animal,Deceased,Dancer
,Fury,Person,Uncertain,Fury_gunnery_officer
,Ros's dissatisfied customer,Person,Alive,Ros%27s_dissatisfied_customer
,Garth Gardener,Person,Deceased,Garth_Gardener
,Moelle,Person,Deceased,Moelle
,Maggy,Person,Uncertain,Maggy
,The Reach,HistoriesNLore,,The_Reach_(Histories_%26_Lore)
,House Tyrell,HistoriesNLore,,House_Tyrell_(Histories_%26_Lore)
,Assassination of Myrcella Baratheon,Event,,Assassination_of_Myrcella_Baratheon
,Captain of the Lannister archers,Person,Uncertain,Captain_of_the_archers_(House_Lannister)
,Qhono,Person,Alive,Qhono
,Mockingbird,Episode,,Mockingbird
,And Now His Watch Is Ended,Episode,,And_Now_His_Watch_Is_Ended
,Unella,Person,Uncertain,Unella
,Ser Pounce,Animal,Alive,Ser_Pounce
,Court trial of Tyrion Lannister,Event,,Court_trial_of_Tyrion_Lannister
,Luthor Tyrell,Person,Deceased,Luthor_Tyrell
,Addam Marbrand,Person,Alive,Addam_Marbrand
,Gold Cloak,Person,Deceased,Gold_Cloak_2_(Eastwatch)
Gate,The Mud Gate,Location,,Mud_Gate
,Scolera,Person,Deceased,Scolera
,Gold Cloak,Person,Deceased,Gold_Cloak_1_(Eastwatch)
,Daemon Targaryen,Person,Deceased,Daemon_Targaryen
,Riot of King's Landing,Event,,Riot_of_King%27s_Landing
,House Reyne,House,,House_Reyne
,Sorcerer,Person,Uncertain,Sorcerer
Slum district,Flea Bottom,Location,,Flea_Bottom
,Mira Forrester,Person,Determinant,Mira_Forrester
,Old woman,Person,Deceased,Old_woman
,War for the Stepstones,Event,,War_for_the_Stepstones
,King's Landing baker,Person,Alive,King%27s_Landing_baker
,Joss,Person,Alive,Joss_(A_Golden_Crown)
,Night's Watch officer,Person,Deceased,Night%27s_Watch_Officer_2
,Allana Tyrell,Person,Deceased,Allana_Tyrell
,Sera Durwell,Person,Alive,Sera_Durwell
,Alerie Tyrell,Person,Deceased,Alerie_Tyrell
,Brotherhood member,Person,Alive,Brotherhood_member
,Dickon Tarly,Person,Deceased,Dickon_Tarly
Castle,Long Barrow,Location,,Long_Barrow
Castle,Queensgate,Location,,Queensgate
Castle (ruined),Greyguard,Location,,Greyguard
Castle,Deep Lake,Location,,Deep_Lake
,Rancer,Person,Alive,Rancer
,Allo,Person,Alive,Allo
,Luke,Person,Alive,Luke
,Vorkoy,Person,Alive,Vorkoy
,Echiel,Person,Alive,Echiel
,Joby,Person,Alive,Joby
,Myk,Person,Alive,Myk
,Mink,Person,Alive,Mink
,Joe,Person,Alive,Joe
,Gordo,Person,Alive,Gordo
,Smitty,Person,Deceased,Smitty
,Niko,Person,Alive,Niko
,Bannen,Person,Deceased,Bannen
,Escan,Person,Alive,Escan
,Clydas,Person,Alive,Clydas
,Qhorin,Person,Deceased,Qhorin
,Nelugo,Person,Alive,Nelugo
,The Wars To Come,Episode,,The_Wars_To_Come
,Paxter Redwyne,Person,Alive,Paxter_Redwyne
,Nymeria Sand,Person,Deceased,Nymeria_Sand
,The Watchers on the Wall,Episode,,The_Watchers_on_the_Wall
,Elia Martell,Person,Deceased,Elia_Martell
,Wallen,Person,Deceased,Wallen
,Stiv,Person,Deceased,Stiv
,House Stark,HistoriesNLore,,House_Stark_(Complete_Guide_to_Westeros)
,Assassinations at the Twins,Event,,Assassinations_at_the_Twins
,Second Siege of Riverrun,Event,,Second_Siege_of_Riverrun
,Bert,Person,Deceased,Bert
,Imry Florent,Person,Uncertain ; participated in the Battle of the Blackwater,Imry_Florent
,Edric Baratheon,Person,Deceased,Edric_Baratheon
,Tommard Baratheon,Person,Deceased,Tommard_Baratheon
,Petyr Baratheon,Person,Deceased,Petyr_Baratheon
,Pylos,Person,Deceased,Pylos
,Steffon Baratheon,Person,Deceased,Steffon_Baratheon
,Siege of Storm's End,Event,,Siege_of_Storm%27s_End
,Violet,Person,Deceased,Violet
,Tansy,Person,Deceased,Tansy
,Dareon,Person,Uncertain,Dareon
,Borcas,Person,Uncertain,Borcas
,Baratheon general,Person,Deceased,Baratheon_general
,Borba,Person,Deceased,Borba
,Harker,Person,Deceased,Harker
,Stonesnake,Person,Deceased,Stonesnake
,Casper,Person,Uncertain,Casper
,Elsera Snow,Person,Alive,Elsera_Snow
,Steffon,Person,Alive,Steffon_(turnip_cart_driver)
,Protestor,Person,Alive,Protestor
,High Septon,Person,Deceased,High_Septon_(Robert%27s_Rebellion)
,Child of the Forest,Person,303 AC at the cave of the Three-Eyed Raven Killed by White Walkers,Child_of_the_Forest_2_(The_Children)
,Sparring boy,Person,Alive,Sparring_boy
,Night's Watch archer,Person,Uncertain,Night%27s_Watch_archer
,Jack Bulwer,Person,Deceased,Jack_Bulwer
,Kegs,Person,Deceased,Kegs
,Halder,Person,Alive,Halder
,Mully,Person,Deceased,Mully
,Lobor,Person,Uncertain,Lobor
,Hobb,Person,Alive,Hobb
,Britt Warrick,Person,Deceased,Britt_Warrick
,Hugh,Person,Uncertain,Hugh_(Telltale)
Secluded forest settlement,The North Grove,Location,,North_Grove
,Todder,Person,Alive,Todder
,Ygritte,Person,Deceased,Ygritte
,Donnel Hill,Person,Deceased,Donnel_Hill
,Cooper,Person,Deceased,Cooper
,Balian,Person,Alive,Balian
,Matthar,Person,Alive,Matthar
,Mag Mar Tun Doh Weg,Person,Deceased,Mag_Mar_Tun_Doh_Weg
,Jafer Flowers,Person,Deceased,Jafer_Flowers
,Othor,Person,Deceased,Othor
,Jaremy Rykker,Person,Uncertain,Jaremy_Rykker
,Brynden Rivers,Person,Deceased,Brynden_Rivers
,Joramun,Person,Deceased,Joramun
,Ghost,Animal,Alive,Ghost
Village (ruined),Mole's Town,Location,,Mole%27s_Town
,Jaehaerys I Targaryen,Person,Deceased,Jaehaerys_I_Targaryen
Castle,The Shadow Tower,Location,,The_Shadow_Tower
,998th Lord Commander election,Event,,Choosing
,Harys Swyft,Person,Alive,Harys_Swyft
,Zalla,Person,,Zalla
,Battle of the Bells,Event,,Battle_of_the_Bells
,Massacre in King's Landing,Event,,Massacre_in_King%27s_Landing
,Siege of Casterly Rock,Event,,Siege_of_Casterly_Rock
,Mole's Town madam,Person,Deceased,Mole%27s_Town_madam
,Mikken,Person,Uncertain,Mikken
,Farlen,Person,Deceased,Farlen
,Blackwater,Episode,,Blackwater
,Jojen Reed,Person,Deceased,Jojen_Reed
,Hodor,Person,Deceased,Hodor
,Nan,Person,Deceased,Old_Nan
,Vayon Poole,Person,Deceased,Vayon_Poole
,Jory Cassel,Person,Deceased,Jory_Cassel
,Jeyne Poole,Person,Uncertain,Jeyne_Poole
,Goatherd,Person,Alive,Goatherd_(The_Children)
,Jonos Bracken,Person,Alive,Jonos_Bracken
,Galbart Glover,Person,Deceased,Galbart_Glover
,Jon Umber,Person,Deceased,Greatjon_Umber
,Execution of Rickard and Brandon Stark,Event,,Execution_of_Rickard_and_Brandon_Stark
,"""Abduction"" of Lyanna Stark",Event,,Abduction_of_Lyanna_Stark
,Field of Fire,Event,,Field_of_Fire
,Wyman Manderly,Person,Alive,Wyman_Manderly
,Lynesse Hightower,Person,Alive,Lynesse_Hightower
,Domeric Bolton,Person,Deceased,Domeric_Bolton
,Royce IV Bolton,Person,Deceased,Royce_IV_Bolton
Castle,Castle Cerwyn,Location,,Castle_Cerwyn
Castle,Hornwood,Location,,Hornwood
,Master Torturer,Person,Deceased,Master_Torturer
,Rogar Bolton,Person,Deceased,Rogar_Bolton
,Heward,Person,Deceased,Heward
,King's Landing whore,Person,Alive,King%27s_Landing_whore_(Lord_Snow)
,Tregar Ormollen,Person,Alive,Tregar_Ormollen
,Son of Roose and Walda Bolton,Person,Deceased,Bolton_(son_of_Roose)
,Baratheon officer,Person,Deceased,Baratheon_officer
,Trial of Petyr Baelish,Event,,Trial_of_Petyr_Baelish
,Yohn Royce,Person,Alive,Yohn_Royce
,Assassination at Winterfell,Event,,Assassination_at_Winterfell
,Myranda,Person,Deceased,Myranda
,Walda Bolton,Person,Deceased,Walda_Bolton
Fortified homestead,Craster's Keep,Location,,Craster%27s_Keep
,Mutiny at Craster's Keep,Event,,Mutiny_at_Craster%27s_Keep
,Robin Arryn,Person,Alive,Robin_Arryn
,Battle of the Fist of the First Men,Event,,Battle_of_the_Fist_of_the_First_Men
,Fall of Winterfell,Event,,Fall_of_Winterfell
,Will,Person,Deceased,Will
,Gared,Person,Deceased,Gared
,Waymar Royce,Person,Deceased,Waymar_Royce
,Assassination at the Tower of the Hand,Event,,Assassination_at_the_Tower_of_the_Hand
,Second Trial by Combat of Tyrion Lannister,Event,,Second_Trial_by_Combat_of_Tyrion_Lannister
,Rossart,Person,Deceased,Rossart
,Qarlton Chelsted,Person,,Qarlton_Chelsted
,Jon Connington,Person,Deceased,Jon_Connington
,Trystane Martell,Person,Deceased,Trystane_Martell
,Doran Martell,Person,Deceased,Doran_Martell
,Lyanna Stark,Person,Deceased,Lyanna_Stark
,Rickard Stark,Person,Deceased,Rickard_Stark
,Confrontation in the Water Gardens,Event,,Confrontation_in_the_Water_Gardens
,Cregan Stark,Person,Deceased,Cregan_Stark
,Osric Stark,Person,Deceased,Osric_Stark
,Torrhen Stark,Person,Deceased,Torrhen_Stark
,Rickard Stark,Person,Deceased,Rickard_Stark_(King)
,Dorren Stark,Person,Deceased,Dorren_Stark
,Theon Stark,Person,Deceased,Theon_Stark
,Karlon Stark,Person,Deceased,Karlon_Stark
,Rodrik Stark,Person,Deceased,Rodrik_Stark
,Brandon Stark,Person,Deceased,Brandon_Stark_(the_Breaker)
,Baelor,Episode,,Baelor
,Mad King Aerys,HistoriesNLore,,Mad_King_Aerys_(Complete_Guide_to_Westeros)
,The History of the Night's Watch,HistoriesNLore,,The_History_of_the_Night%27s_Watch
,Maege Mormont,Person,Deceased,Maege_Mormont
,What Is Dead May Never Die,Episode,,What_Is_Dead_May_Never_Die
,Fire and Blood,Episode,,Fire_and_Blood
,Rickard Karstark,Person,Deceased,Rickard_Karstark
,Torrhen Karstark,Person,Deceased,Torrhen_Karstark
,Olyvar Frey,Person,Uncertain,Olyvar_Frey
,Wendel Manderly,Person,Deceased,Wendel_Manderly
,Oathkeeper,Weapon,With Brienne of Tarth,Oathkeeper_(sword)
Forest,Haunted Forest,Location,,Haunted_Forest
,Mutiny at Castle Black,Event,,Mutiny_at_Castle_Black
,Jeor Mormont,Person,Deceased,Jeor_Mormont
,Bald Dragonstone servant,Person,Likely Deceased,Bald_Dragonstone_servant
,Cotter,Person,Deceased,Cotter
,Rast,Person,Deceased,Rast
,Karl Tanner,Person,Deceased,Karl_Tanner
,Erik,Person,Determinant,Erik
,Finn,Person,Determinant,Finn
,Gared Tuttle,Person,Alive,Gared_Tuttle
,Mance Rayder,Person,Deceased,Mance_Rayder
,Night's Watch officer,Person,Uncertain,Night%27s_Watch_officer
,Night's Watch messenger,Person,Alive,Night%27s_Watch_messenger
,King's Landing urchin,Person,Alive,King%27s_Landing_urchin
,Olly,Person,Deceased,Olly
,Night's Watch man,Person,Alive,Night%27s_Watch_man_(Baelor)
,Yoren,Person,Deceased,Yoren
,Grenn,Person,Deceased,Grenn
,Pypar,Person,Deceased,Pypar
,Othell Yarwyck,Person,Deceased,Othell_Yarwyck
,Bowen Marsh,Person,Deceased,Bowen_Marsh
,Endrew Tarth,Person,Alive,Endrew_Tarth
,Cotter Pyke,Person,Uncertain,Cotter_Pyke
,Denys Mallister,Person,Alive,Denys_Mallister
,Alliser Thorne,Person,Deceased,Alliser_Thorne
Royal fleet,Royal Fleet,Organization,Active,Royal_Fleet
,Eddison Tollett,Person,Alive,Eddison_Tollett
,Janos Slynt,Person,Deceased,Janos_Slynt
,Guymon,Person,Deceased,Guymon
,Olly's mother,Person,Deceased,Olly%27s_mother
,Winterfell shepherd,Person,Deceased,Winterfell_shepherd
,Billy,Person,Deceased,Billy
,The Wolf and the Lion,Episode,,The_Wolf_and_the_Lion
,Ramsay Bolton,Person,Deceased,Ramsay_Bolton
,Jack,Person,Deceased,Jack
,Lorren,Person,Deceased,Lorren
Castle,Torrhen's Square,Location,,Torrhen%27s_Square
,Execution of Eddard Stark,Event,,Execution_of_Eddard_Stark
,Rodrik Cassel,Person,Deceased,Rodrik_Cassel
,Derek,Person,Alive,Derek
,Summer,Animal,Deceased,Summer
,Catspaw assassin,Person,Deceased,Catspaw_assassin
,Jon Arryn,Person,Deceased,Jon_Arryn
,Lysa Arryn,Person,Deceased,Lysa_Arryn
,Dagmer,Person,Deceased,Dagmer
Desert,Garden of Bones,Location,,Garden_of_Bones_(Qarth)
Government headquarters,Hall of a Thousand Thrones,Location,,Hall_of_a_Thousand_Thrones
,Winter Is Coming,Episode,,Winter_Is_Coming
,Rickon Stark,Person,Deceased,Rickon_Stark
City watch,Civic Guard,Organization,Active,Civic_Guard
,Brant,Person,Alive,Brant
,Wyl,Person,Deceased,Wyl_(House_Stark)
,Pentoshi servant,Person,Alive,Pentoshi_servant
Plutocractic ruling council,The Thirteen,Organization,Disbanded,The_Thirteen
,Xaro Xhoan Daxos,Person,Deceased,Xaro_Xhoan_Daxos
Sect headquarters,House of the Undying,House,Active,House_of_the_Undying
,Pyat Pree,Person,Deceased,Pyat_Pree
,Warlock,Person,Alive,Unidentified_Warlock
,Sack of Winterfell,Event,,Sack_of_Winterfell
,Rhaenys Targaryen,Person,Deceased,Rhaenys_Targaryen_(daughter_of_Rhaegar)
,The Warlocks,HistoriesNLore,,The_Warlocks
,Rhaella Targaryen,Person,Deceased,Rhaella_Targaryen
,Osha,Person,Deceased,Osha
,Caleotte,Person,Deceased,Caleotte
,Ortengryn,Person,Deceased,Ortengryn
,Peremore Hightower,Person,Deceased,Peremore_Hightower
,Marlon,Person,Alive,Marlon
,Ch'Vyalthan,Person,Deceased,Ch%27Vyalthan
,Aemon,Person,Deceased,Aemon
,Helliweg,Person,Alive,Helliweg
,Ebrose,Person,Alive,Ebrose
,The Order of the Maesters,HistoriesNLore,,The_Order_of_the_Maesters
Ruling council,The Conclave,Organization,Active,Conclave
,Randyll Tarly,Person,Deceased,Randyll_Tarly
Insect,Manticores,Animal,Active,Manticores
,Dwarf hunter,Person,Alive,Dwarf_hunter_2
,Dwarf hunter,Person,Alive,Dwarf_hunter_1
,Dwarf,Person,Deceased,Dwarf_1
,Bruni,Person,Deceased,Bruni
,Steelshanks,Person,Uncertain,Steelshanks
,Pycelle,Person,Deceased,Pycelle
,Talisa Maegyr,Person,Deceased,Talisa_Stark
,Roose Bolton,Person,Deceased,Roose_Bolton
Lighthouse; Order headquarters and Training center,The Citadel,Location,,The_Citadel
,Rakharo,Person,Deceased,Rakharo
,The Kingsroad,Episode,,The_Kingsroad
,Kovarro,Person,Alive,Kovarro
,House Cuy,House,,House_Cuy
,Emmon Cuy,Person,Deceased,Emmon_Cuy
,Sandhu,Person,Alive,Sandhu
,Weyland,Person,Deceased,Weyland
,Viserys Targaryen,Person,Deceased,Viserys_Targaryen
,Locke,Person,Deceased,Locke
,Robar Royce,Person,Deceased,Robar_Royce
,Standoff at the Great Sept of Baelor,Event,,Standoff_at_the_Great_Sept_of_Baelor
,Gwayne Gaunt,Person,Deceased,Gwayne_Gaunt
,Jonothor Darry,Person,Deceased,Jonothor_Darry
,Defiance of Duskendale,Event,,Defiance_of_Duskendale
,Battle of the Trident,Event,,Battle_of_the_Trident
,Sack of King's Landing,Event,,Sack_of_King%27s_Landing
,Lewyn Martell,Person,Deceased,Lewyn_Martell
,Oswell Whent,Person,Deceased,Oswell_Whent
,Gerardys,Person,Deceased,Gerardys
,Howland Reed,Person,Alive,Howland_Reed
,Bharbo,Person,Deceased,Bharbo
,Tragedy at Summerhall,Event,,Tragedy_at_Summerhall
,Duncan Targaryen,Person,Deceased,Duncan_Targaryen
,Duncan,Person,Deceased,Duncan_the_Tall
,Aerion Targaryen,Person,Deceased,Aerion_Targaryen
,Willem Wylde,Person,Deceased,Willem_Wylde
,Aegon V Targaryen,Person,Deceased,Aegon_V_Targaryen
,Lord Snow,Episode,,Lord_Snow
,A Golden Crown,Episode,,A_Golden_Crown
,Gwayne Corbray,Person,Deceased,Gwayne_Corbray
,Daeron II Targaryen,Person,Deceased,Daeron_II_Targaryen
,Terrence Toyne,Person,Deceased,Terrence_Toyne
,Aemon Targaryen,Person,Deceased,Aemon_Targaryen_(Dragonknight)
,Marston Waters,Person,Deceased,Marston_Waters
,Erryk Cargyll,Person,Deceased,Erryk_Cargyll
,Aegon IV Targaryen,Person,Deceased,Aegon_IV_Targaryen
