name,node_type,got_type,status,url
Drogo,Person,,Deceased,Drogo
Temmo,Person,,Deceased,Temmo
Kraznys mo Nakloz,Person,,Deceased,Kraznys_mo_Nakloz
White Rat,Person,,Deceased,White_Rat
Dom,Person,,Alive,Dom
Salladhor Saan,Person,,Alive,Salladhor_Saan
Lodos,Person,,Deceased,Lodos
Drowned Men,Person,,Alive,Drowned_Priest
Aeron Greyjoy,Person,,Alive,Aeron_Greyjoy
Selyse Baratheon,Person,,Deceased,Selyse_Baratheon
Unsullied,Person,,Alive,Unsullied_1_(Valar_Dohaeris)
Boat commander,Person,,Alive,Boat_commander
Quaithe,Person,,Alive,Quaithe
Beric Dondarrion,Person,,Uncertain [1],Beric_Dondarrion
Renly Baratheon,Person,,Deceased,Renly_Baratheon
Orphan kid,Person,,Alive,Orphan_kid_1
Matthos Seaworth,Person,,Deceased,Matthos_Seaworth
Stannis Baratheon,Person,,Deceased,Stannis_Baratheon
Robert I Baratheon,Person,,Deceased,Robert_Baratheon
Rognar II Greyiron,Person,,Deceased,Rognar_II_Greyiron
Zanrush,Person,,Alive,Zanrush
Kinvara,Person,,Alive,Kinvara
Thoros,Person,,Deceased,Thoros
Lordsport dockhand,Person,,Alive,Lordsport_dockhand
Red Priestess,Person,,Alive,Red_Priestess_(No_One)
Mordane,Person,,Deceased,Mordane
Catelyn Stark,Person,,Deceased,Catelyn_Stark
Portan,Person,,Alive,Portan
Northern Lord,Person,,Alive,Northern_Lord
Stark officer,Person,,Uncertain,Stark_officer_1
Stark officer,Person,,Uncertain,Stark_officer_2
Amory Lorch,Person,,Deceased,Amory_Lorch
Doreah,Person,,Deceased,Doreah
The Waif,Person,,Deceased,Waif
"""Jaqen H'ghar""",Person,,Alive,Jaqen_H%27ghar
Bolton general,Person,,Deceased,Bolton_general
Beggar woman,Person,,Alive,Beggar_woman
Sellsword,Person,,Alive,Sellsword_2_(High_Sparrow)
Despondent man,Person,,Deceased,Despondent_man
Sellsword,Person,,Alive,Sellsword_1_(High_Sparrow)
Lorimer,Person,,Deceased,Lorimer
Little Bird,Person,,Alive,Little_Bird_7
Little Bird,Person,,Alive,Little_Bird_6
Little Bird,Person,,Alive,Little_Bird_5
Little Bird,Person,,Alive,Little_Bird_3
Little Bird,Person,,Alive,Little_Bird_4
Child of the Forest,Person,,Deceased,Child_of_the_Forest_3
Jorah Mormont,Person,,Alive,Jorah_Mormont
Lann,Person,,Deceased,Lann
Durran,Person,,Deceased,Durran
Brandon Stark,Person,,Deceased,Brandon_Stark_(the_Builder)
Maynard,Person,,Alive,Maynard
Azor Ahai,Person,,Deceased,Azor_Ahai
Attendant,Person,,Alive,Attendant_(The_Winds_of_Winter)
Tommen's manservant,Person,,Alive,Tommen%27s_manservant
Orphan kid,Person,,Alive,Orphan_kid_2
Flayed man,Person,,Deceased,Flayed_man
Captain of the Bolton archers,Person,,Deceased,Captain_of_the_archers_(House_Bolton)
Lord Staunton,Person,,Deceased,Staunton_(Lord)
Fergus,Person,,Alive,Fergus
White Walker,Person,,Alive,White_Walker_2_(Beyond_the_Wall)
Crossroads Inn patron,Person,,Alive,Crossroads_Inn_patron_1
Crossroads Inn patron,Person,,Alive,Crossroads_Inn_patron_2
Serving girl,Person,,Alive,Serving_girl
Sick maester,Person,,Alive,Sick_maester
Stark soldier,Person,,Alive,Stark_soldier_(The_Queen%27s_Justice)
Koner,Person,,Alive,Koner
Henk,Person,,Alive,Henk
Meereneese homeless mother,Person,,Alive,Meereenese_homeless_mother
Dothraki widow,Person,,Alive,Dothraki_widow_3
Faull,Person,,Deceased,Faull
Bolton soldier,Person,,Deceased,Bolton_soldier_(The_Red_Woman)
Ironborn,Person,,Alive,Ironborn_3_(The_Door)
Night's Watch man,Person,,Alive,Night%27s_Watch_man_(The_Door)
Night's Watch man,Person,,Alive,Night%27s_Watch_man_(Book_of_the_Stranger)
Braavosi woman,Person,,Alive,Braavosi_woman_2_(The_Door)
Braavosi woman,Person,,Alive,Braavosi_woman_1_(The_Door)
Night's Watch man,Person,,Alive,Night%27s_Watch_man_1
Night's Watch man,Person,,Alive,Night%27s_Watch_man_2
Loyal Night's Watch man,Person,,Alive,Loyal_Night%27s_Watch_man_2
Loyal Night's Watch man,Person,,Alive,Loyal_Night%27s_Watch_man_1
Dothraki widow,Person,,Alive,Dothraki_widow_2
Ash,Person,,Alive,Ash
Kesh,Person,,Alive,Kesh
Ironborn,Person,,Alive,Ironborn_1_(The_Door)
Tyrell bannerman,Person,,Deceased,Tyrell_bannerman
King's Landing boaster,Person,,Deceased,King%27s_Landing_boaster
Bolton officer,Person,,Deceased,Bolton_officer
Volantene whore,Person,,Alive,Volantene_whore_1_(The_Broken_Man)
Tully bannerman,Person,,Alive,Tully_bannerman_(No_One)
White Walker,Person,,Alive,White_Walker_(The_Dragon_and_the_Wolf)
Meghan,Person,,Uncertain,Meghan
Rob,Person,,Uncertain,Rob
Namond,Person,,Uncertain,Namond
Duff,Person,,Uncertain,Duff
Wendel,Person,,Uncertain,Wendel
Unidentified Westerosi trader,Person,,Alive,Westerosi_trader
Night King,Person,,Alive,Night_King
Melisandre,Person,,Alive,Melisandre
Sandor Clegane,Person,,Alive,Sandor_Clegane
Euron Greyjoy,Person,,Alive,Euron_Greyjoy
Samwell Tarly,Person,,Alive,Samwell_Tarly
Petyr Baelish,Person,,Deceased,Petyr_Baelish
Podrick Payne,Person,,Alive,Podrick_Payne
Gendry,Person,,Alive,Gendry
Gilly,Person,,Alive,Gilly
Brienne Tarth,Person,,Alive,Brienne_of_Tarth
Olenna Tyrell,Person,,Deceased,Olenna_Tyrell
Grey Worm,Person,,Alive,Grey_Worm
Missandei,Person,,Alive,Missandei
Theon Greyjoy,Person,,Alive,Theon_Greyjoy
Ellaria Sand,Person,,Alive (POW),Ellaria_Sand
Yara Greyjoy,Person,,Alive,Yara_Greyjoy
Varys,Person,,Alive,Varys
Rhaegar Targaryen,Person,,Deceased,Rhaegar_Targaryen
Daenerys Targaryen,Person,,Alive,Daenerys_Targaryen
Tommen I Baratheon,Person,,Deceased,Tommen_Baratheon
Myrcella Baratheon,Person,,Deceased,Myrcella_Baratheon
Joffrey I Baratheon,Person,,Deceased,Joffrey_Baratheon
Tywin Lannister,Person,,Deceased,Tywin_Lannister
Gregor Clegane,Person,,Alive,Gregor_Clegane
Bronn,Person,,Alive,Bronn
Tyrion Lannister,Person,,Alive,Tyrion_Lannister
Jaime Lannister,Person,,Alive,Jaime_Lannister
Benjen Stark,Person,,Deceased,Benjen_Stark
Cersei I Lannister,Person,,Alive,Cersei_Lannister
Lyanna Mormont,Person,,Alive,Lyanna_Mormont
Meera Reed,Person,,Alive,Meera_Reed
Tormund,Person,,Alive [1],Tormund
Davos Seaworth,Person,,Alive,Davos_Seaworth
Edmure Tully,Person,,Alive,Edmure_Tully
Brandon Stark,Person,,Alive,Bran_Stark
Arya Stark,Person,,Alive,Arya_Stark
Sansa Stark,Person,,Alive,Sansa_Stark
Jon Snow,Person,,Alive  (resurrected),Jon_Snow
